Extra-sleep,Extra-group,Capsule,Tablet,Variant,Control,Views-V,Views-C
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,18,0
,,,,0,0,11,0
,,,,0,0,5,0
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,4,0
,,,,0,0,4,0
,,,,0,0,10,0
,,,,0,0,8,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,12,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,9,0
,,,,0,0,4,0
,,,,0,0,6,0
,,,,0,0,4,0
,,,,0,0,5,0
,,,,0,0,13,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,14,0
,,,,0,0,3,0
,,,,0,0,9,0
,,,,0,0,9,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,19,0
,,,,0,3.24,31,0
,,,,0,0,8,0
,,,,0,0,6,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,11,0
,,,,0,0,5,0
,,,,0,0,1,0
,,,,0,0,6,0
,,,,0,0,10,0
,,,,0,0,2,0
,,,,0,0,8,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0,0,6,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,6,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,12,0
,,,,0,0,7,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,21,0
,,,,0,0,8,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,6,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,6,0
,,,,0,0,1,0
,,,,0,0,13,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,13,0
,,,,0,0,1,0
,,,,0,0,14,0
,,,,0.04,0,5,0.04
,,,,0,0,16,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,12,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,6,0
,,,,0,0,14,0
,,,,0,0,9,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,7,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,10,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,10,0
,,,,0,0,18,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,11,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,20,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,12,0
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,8,0
,,,,0,0,3,0
,,,,0,0,7,0
,,,,0,0,11,0
,,,,0,0,23,0
,,,,0,0,9,0
,,,,0,0,6,0
,,,,23.04,0,4,23.04
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,15,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,22,0
,,,,0,0,11,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,7,0
,,,,0,0,12,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,2.01,4,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,17,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,11,0
,,,,0,0,3,0
,,,,0,0,14,0
,,,,0,0,15,0
,,,,0,0,12,0
,,,,0,0,1,0
,,,,0,0,10,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,5,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,14,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,8,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,3.25,15,0
,,,,0,0,4,0
,,,,0,0,6,0
,,,,0,0,6,0
,,,,1,0,3,1
,,,,0,4.27,9,0
,,,,0,0,6,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,8,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,13,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,10,0
,,,,0,0,8,0
,,,,0,1.25,6,0
,,,,0,0,16,0
,,,,0,0,7,0
,,,,0,0,6,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,9,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,4.95,8,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,11,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,8.7,0,3,8.7
,,,,0,0,8,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,15,0
,,,,10.82,0,5,10.82
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,25,0
,,,,1.26,0,4,1.26
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,9,0
,,,,0,0,2,0
,,,,0,0,18,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,7,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,16,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,28,0
,,,,0,0,14,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,1.51,0,3,1.51
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,17,0
,,,,0,0,5,0
,,,,0,0,4,0
,,,,0,0,18,0
,,,,0,0,14,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,6,0
,,,,1.01,0,2,1.01
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,12,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,6,0
,,,,0,0,11,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,2.72,0.02,1,2.72
,,,,0,0,3,0
,,,,0,0,8,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,9,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,7,0
,,,,0,0,5,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,3,0
,,,,0,0,7,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,7,0
,,,,0,0,3,0
,,,,0,0,7,0
,,,,0,0,38,0
,,,,0,0,9,0
,,,,0,0,7,0
,,,,0,0,3,0
,,,,0,0,16,0
,,,,0,0,9,0
,,,,0,0,6,0
,,,,0,0,3,0
,,,,0,0,12,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,8,0
,,,,0,0,4,0
,,,,0,0,4,0
,,,,0,0,8,0
,,,,0,0,6,0
,,,,0,0,15,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,20,0
,,,,0,0,3,0
,,,,0,0,8,0
,,,,0,0,13,0
,,,,0,0,4,0
,,,,0,0,8,0
,,,,0,0,10,0
,,,,0,0,1,0
,,,,0,0,6,0
,,,,0,0,12,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,9,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,4,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,10,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,14,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,8,0
,,,,0,0,8,0
,,,,0,0,5,0
,,,,0,0,8,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,18,0
,,,,0,0,9,0
,,,,0,0,1,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,4,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,13,0
,,,,0,0,7,0
,,,,0,0,5,0
,,,,0,0,19,0
,,,,0,0,18,0
,,,,0,0,3,0
,,,,0,0,8,0
,,,,0,0,26,0
,,,,0,0,1,0
,,,,0,0,14,0
,,,,0,0,1,0
,,,,0,0,6,0
,,,,0,0,5,0
,,,,0,2,3,0
,,,,0,0,4,0
,,,,0,17.08,2,0
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0.58,0,10,0.58
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,1.25,0,4,1.25
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,32,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,10,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,12,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,19,0
,,,,0,1.01,2,0
,,,,0,0,5,0
,,,,0,0,8,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,9,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,35,0
,,,,0,0,9,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,6,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,4,0
,,,,0,0,6,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,9,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,7,0
,,,,0,0,6,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,11,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,9,0
,,,,0,0,2,0
,,,,0,0,11,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,5,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,7,0
,,,,0,0,4,0
,,,,0,0,6,0
,,,,0,0,57,0
,,,,0,0,14,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,11,0
,,,,0,0,11,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,2.27,0,24,2.27
,,,,0,0,10,0
,,,,0,0,20,0
,,,,0,0,1,0
,,,,0,0,16,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,8,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,25,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,7,0
,,,,0,0,2,0
,,,,0,0,7,0
,,,,0,0,10,0
,,,,0,0,5,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,11,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,8,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,18,0
,,,,0,0,4,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,12,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,6,0
,,,,0,0,8,0
,,,,0,0,5,0
,,,,0,0,4,0
,,,,2.14,0,7,2.14
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,3,0
,,,,0,0,8,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,7,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,18,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,14,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,4,0
,,,,0,0,13,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,10,0
,,,,0,0,7,0
,,,,0,0,3,0
,,,,0,0,6,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,8,0
,,,,0,0,3,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,5,0
,,,,0,0,8,0
,,,,0,0,1,0
,,,,0,0,6,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,9,0
,,,,0,0,2,0
,,,,0,0,74,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,7,0
,,,,0,8.66,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,6,0
,,,,0,0.04,1,0
,,,,0,0,3,0
,,,,0,0,18,0
,,,,0,0,16,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,1,0
,,,,0,0,22,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,6,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,5,0
,,,,0,0,13,0
,,,,0,0,6,0
,,,,0,0,1,0
,,,,0,0,11,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,6,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,10,0
,,,,0,0,1,0
,,,,0,0,37,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,29,0
,,,,0,0,16,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,7,0
,,,,0,0,4,0
,,,,0,0,5,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,4,0
,,,,0,0,4,0
,,,,0,0,6,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,8,0
,,,,0,0,5,0
,,,,0,0,5,0
,,,,0,0,1,0
,,,,0,0,11,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,6,0
,,,,0,0,13,0
,,,,0,0,13,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,12,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,5,0
,,,,0,0,4,0
,,,,0,0,9,0
,,,,0,0,2,0
,,,,0,0,8,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,2.19,3,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,4,0
,,,,0,0,4,0
,,,,0,0,15,0
,,,,0,0,2,0
,,,,0,0,15,0
,,,,0,0,2,0
,,,,0,0,22,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,12,0
,,,,0,0,41,0
,,,,0,0,14,0
,,,,0,0,5,0
,,,,0,0,4,0
,,,,0,0,10,0
,,,,0,0,2,0
,,,,0,0,16,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,7,0
,,,,0,0,11,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,36,0
,,,,0,0,2,0
,,,,0,0,22,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,8,0
,,,,0,0,6,0
,,,,0,0,4,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,14.24,1,0
,,,,0,0,7,0
,,,,0,0,11,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,24,0
,,,,0,0,10,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,11,0
,,,,0,0,5,0
,,,,0,0,12,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,26,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,1.52,1,0
,,,,0,0,15,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0.86,2,0
,,,,0,0,7,0
,,,,0,0,5,0
,,,,0,0,14,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,9,0
,,,,0,0,1,0
,,,,0,0,6,0
,,,,0,0,6,0
,,,,0,0,13,0
,,,,0,0,3,0
,,,,0,3.25,5,0
,,,,0,0,4,0
,,,,0,0,6,0
,,,,0.5,0,1,0.5
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,12,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,8,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,14,0
,,,,0,0,6,0
,,,,0,0,4,0
,,,,0,0,4,0
,,,,0,1.77,10,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,9,0
,,,,0,0,6,0
,,,,1.25,0,14,1.25
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,5,0
,,,,0,0,4,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,2.02,3,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,8,0
,,,,0,0,4,0
,,,,0,1.25,4,0
,,,,0,0,1,0
,,,,0,0,9,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,10,0
,,,,0,0,1,0
,,,,0.6,0,4,0.6
,,,,0,0,8,0
,,,,0,0,2,0
,,,,0,0,6,0
,,,,0,0,4,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,4,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,15,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,34,0
,,,,0,0,3,0
,,,,0,0,6,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,21,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,7,0
,,,,0,0,2,0
,,,,0,0,10,0
,,,,0,0,6,0
,,,,0,0,2,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,12,0
,,,,0,0,9,0
,,,,0,0,1,0
,,,,0,0,6,0
,,,,0,0,24,0
,,,,0,0,4,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,1.01,0,3,1.01
,,,,0,0,1,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,1,0
,,,,0,0,7,0
,,,,0,0,4,0
,,,,0,0,16,0
,,,,0,0,10,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,4,0
,,,,0,0,7,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,5,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,4,0
,,,,2.7,0,3,2.7
,,,,0,0,7,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,3,0
,,,,0,0,1,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,8,0
,,,,0,0,11,0
,,,,0,0,2,0
,,,,0,0,5,0
,,,,0,0,2,0
,,,,0,0,8,0
,,,,5.08,0,6,5.08
,,,,0,0,2,0
,,,,0,0,3,0
,,,,0,0,3,0
,,,,0,0,2,0
,,,,0,0,2,0
,,,,0,0,1,0
,,,,0,0,4,0
,,,,0,0,5,0
