no-heart-attack,heart-attack,Salary-Churn,Salary-Not-Churn,Mex-Inflation,high_school,bachelors_degree,home-expected-goals,away-expected-goals,Control-earning,Test-earning,Control-Click,Test-Click,Developing,Developed,,
,,156361.58,72924.56,,,,1.2,1.5,,,,,,,,
,,133807.77,101057.95,,,,0.8,2.3,,,,,,,,
,,179128.69,142838.64,,,,1.3,2.5,,,,,,,,
,,49954.79,127059.04,,,,1.4,0.9,,,,,,,,
,,149814.68,54405.79,,,,2.8,1.5,,,,,,,,
,,118508.09,88721.84,,,,2.7,0.2,,,,,,,,
,,121894.31,111346.22,,,,0.9,3.9,,,,,,,,
,,81776.84,194902.16,,,,1.7,1,,,,,,,,
,,190998.96,31474.27,,,,2.7,0.4,,,,,,,,
,,135875.51,21198.39,,,,1.4,0.5,,,,,,,,
,,128124.7,186976.6,,,,1.3,0.9,,,,,,,,
,,167023.95,117202.19,,,,1,1.9,,,,,,,,
,,141959.11,143739.29,,,,2.3,1.6,,,,,,,,
,,98640.15,161811.23,,,,2.2,1.6,,,,,,,,
,,142797.5,98090.91,,,,0.6,0.5,,,,,,,,
,,174770.14,71095.41,,,,1.7,0.8,,,,,,,,
,,63051.32,13107.24,,,,0.2,2.8,,,,,,,,
,,55725.04,88225.02,,,,0.4,1.4,,,,,,,,
,,163145.5,135925.72,,,,0.6,1.4,,,,,,,,
,,153046.16,126471.13,,,,0.8,0.6,,,,,,,,
,,63405.2,119175.45,,,,0.8,0.3,,,,,,,,
,,42763.12,139093.73,,,,2,1.1,,,,,,,,
,,52583.79,115916.55,,,,1.1,1.7,,,,,,,,
,,10072.55,96463.25,,,,2.2,0.5,,,,,,,,
,,104016.61,112349.51,,,,1.8,1.8,,,,,,,,
,,38410.74,165303.79,,,,0.6,0.7,,,,,,,,
,,88958.49,166031.08,,,,0.5,0.9,,,,,,,,
,,178106.34,77783.35,,,,2,1.3,,,,,,,,
,,106457.11,29871.79,,,,0.3,1.3,,,,,,,,
,,133831.37,59747.63,,,,2.8,1.8,,,,,,,,
,,35633.15,79919.13,,,,1.8,1.7,,,,,,,,
,,182865.09,76773.53,,,,1.4,0.7,,,,,,,,
,,184107.26,54018.93,,,,0.2,2.7,,,,,,,,
,,152880.07,59093.39,,,,0.5,1.3,,,,,,,,
,,179866.01,127569.8,,,,1,0.8,,,,,,,,
,,103644.98,136129.49,,,,1.2,1.9,,,,,,,,
,,28465.86,153237.59,,,,2.3,0.9,,,,,,,,
,,189742.78,106841.12,,,,1.1,3.2,,,,,,,,
,,183872.88,126644.98,,,,1.8,1.6,,,,,,,,
,,112503.24,47414.15,,,,3.5,1.5,,,,,,,,
,,65864.4,41879.99,,,,1.3,1.4,,,,,,,,
,,118372.55,75808.1,,,,1.2,2.3,,,,,,,,
,,14608,47911.03,,,,2,2.4,,,,,,,,
,,81054,28737.78,,,,1.4,1.8,,,,,,,,
,,49713.87,121562.33,,,,2.9,0.2,,,,,,,,
,,81431.99,55003.79,,,,0.8,0.4,,,,,,,,
,,3472.63,193131.42,,,,1,2.2,,,,,,,,
,,83715.66,159418.1,,,,1,4,,,,,,,,
,,156150.08,38913.68,,,,0.8,0.8,,,,,,,,
,,133573.29,705.18,,,,1.3,1.2,,,,,,,,
,,184464.7,138490.03,,,,0.4,0.9,,,,,,,,
,,113276.46,82970.69,,,,1.2,2.1,,,,,,,,
,,28434.44,76744.72,,,,2.4,0.8,,,,,,,,
,,34967.75,12182.15,,,,0.7,0.8,,,,,,,,
,,55753.12,141210.5,,,,1.2,0.5,,,,,,,,
,,37141.62,37938.74,,,,2,1.5,,,,,,,,
,,159475.08,74890.58,,,,2.7,1,,,,,,,,
,,51548.14,166698.18,,,,1.7,0.2,,,,,,,,
,,58719.63,62678.53,,,,0.8,1.1,,,,,,,,
,,7861.68,161519.77,,,,1.4,1.3,,,,,,,,
,,88428.41,30876.84,,,,1.8,2.1,,,,,,,,
,,49725.16,14858.1,,,,0.4,1.1,,,,,,,,
,,90928.02,75685.97,,,,1.4,1.6,,,,,,,,
,,142977.05,144183.1,,,,0.7,1.4,,,,,,,,
,,82522.61,65170.66,,,,1.4,0.3,,,,,,,,
,,119071.56,82526.92,,,,1.2,2,,,,,,,,
,,143007.49,169161.46,,,,2.2,0.9,,,,,,,,
,,20276.87,6057.81,,,,1.8,1.2,,,,,,,,
,,12577.21,77077.14,,,,1,1.1,,,,,,,,
,,115566.57,117356.14,,,,1,1.5,,,,,,,,
,,56229.72,160696.72,,,,0.6,2.4,,,,,,,,
,,140991.23,1299.75,,,,1.6,1.4,,,,,,,,
,,177644.52,25095.03,,,,1.2,2.5,,,,,,,,
,,142342.55,146326.45,,,,1.9,1.5,,,,,,,,
,,176570.28,38296.21,,,,0.7,3.1,,,,,,,,
,,9452.88,164061.6,,,,2.2,2,,,,,,,,
,,169763.89,107811.28,,,,1,0.5,,,,,,,,
,,192072.1,30838.51,,,,0.5,0.9,,,,,,,,
,,26450.57,33738.27,,,,2.3,0.5,,,,,,,,
,,175324.74,169654.57,,,,0.7,0.3,,,,,,,,
,,99504.03,69829.4,,,,1.9,0.5,,,,,,,,
,,28226.15,94728.49,,,,2,2.1,,,,,,,,
,,41229.73,80393.27,,,,1.7,0.5,,,,,,,,
,,107890.69,111307.98,,,,1.7,1.5,,,,,,,,
,,7905.06,19834.32,,,,2.3,0.7,,,,,,,,
,,47775.34,78397.24,,,,1.4,2.4,,,,,,,,
,,44965.54,86410.28,,,,1.9,0.8,,,,,,,,
,,197804,172749.65,,,,0.2,2.1,,,,,,,,
,,152876.13,1002.39,,,,0.2,1.5,,,,,,,,
,,135655.29,13601.79,,,,0.6,2.3,,,,,,,,
,,31368.08,77866.91,,,,3.9,1.5,,,,,,,,
,,10034.77,175296.76,,,,0.8,0.5,,,,,,,,
,,87351.42,89593.26,,,,0.9,1,,,,,,,,
,,80552.11,86945,,,,2.9,0.9,,,,,,,,
,,25722.28,183318.79,,,,1.3,1.4,,,,,,,,
,,122284.38,71154.1,,,,1.3,2.5,,,,,,,,
,,7571.51,151887.16,,,,0.7,0.8,,,,,,,,
,,92727.42,75888.65,,,,1.7,2.6,,,,,,,,
,,65156.83,89566.74,,,,2.3,0.4,,,,,,,,
,,149097.38,26475.79,,,,2,0.4,,,,,,,,
,,35199.24,126355.8,,,,0.8,0.6,,,,,,,,
,,129451.29,93839.3,,,,2.1,1.2,,,,,,,,
,,145134.49,7698.6,,,,0.6,1.1,,,,,,,,
,,83629.6,145593.85,,,,0.4,1.2,,,,,,,,
,,11.58,45042.56,,,,0.8,0.7,,,,,,,,
,,80582.34,62674.42,,,,1.1,2,,,,,,,,
,,172586.89,12120.79,,,,0.7,0.5,,,,,,,,
,,138510.01,55022.43,,,,0.8,1.7,,,,,,,,
,,14666.35,117834.91,,,,1.5,0.5,,,,,,,,
,,68562.26,168840.23,,,,0.6,1,,,,,,,,
,,60708.72,24234.11,,,,1.7,0.1,,,,,,,,
,,56407.42,190627.01,,,,1,0.9,,,,,,,,
,,152422.91,42334.38,,,,2.1,1,,,,,,,,
,,181499.77,110784.42,,,,3.6,0.6,,,,,,,,
,,175149.2,104991.28,,,,2.5,1.5,,,,,,,,
,,20339.79,8996.97,,,,0.5,1.2,,,,,,,,
,,31686.33,64420.5,,,,1.8,1.3,,,,,,,,
,,73743.95,145700.22,,,,1,1.3,,,,,,,,
,,186233.26,196335.48,,,,0.6,1.6,,,,,,,,
,,31728.86,14781.12,,,,1.6,1.4,,,,,,,,
,,113266.28,108139.23,,,,0.2,1.1,,,,,,,,
,,149922.38,9567.39,,,,2.3,0.4,,,,,,,,
,,180702.12,132210.49,,,,0.6,1.5,,,,,,,,
,,140857.76,21600.11,,,,1.1,1.9,,,,,,,,
,,109718.44,199661.5,,,,1.6,0.5,,,,,,,,
,,107243.31,124341.49,,,,0.1,1.8,,,,,,,,
,,78955.8,15766.1,,,,2.9,0.6,,,,,,,,
,,26025.6,33642.21,,,,1.6,1.3,,,,,,,,
,,147311.47,117704.65,,,,0.5,0.8,,,,,,,,
,,113033.73,58803.28,,,,2.6,1.5,,,,,,,,
,,169621.69,137537.22,,,,1.6,3,,,,,,,,
,,191557.1,131300.68,,,,1.7,0.9,,,,,,,,
,,64869.32,84174.81,,,,2.3,1.3,,,,,,,,
,,183572.39,160941.78,,,,1.2,3,,,,,,,,
,,197634.11,143954.99,,,,1.7,0.2,,,,,,,,
,,131766.67,56297.85,,,,1.4,0.4,,,,,,,,
,,179267.94,8404.73,,,,2.5,1.5,,,,,,,,
,,85455.62,30020.09,,,,1.8,1,,,,,,,,
,,67944.09,58137.42,,,,0.8,1.1,,,,,,,,
,,187247.56,47472.68,,,,0.3,2.8,,,,,,,,
,,52759.82,19131.71,,,,0.7,1.6,,,,,,,,
,,168002.31,187288.5,,,,2.2,0.8,,,,,,,,
,,174434.06,17603.81,,,,2.4,2.8,,,,,,,,
,,194930.3,67020.03,,,,1.4,1.8,,,,,,,,
,,120376.87,41610.62,,,,0.2,2.4,,,,,,,,
,,97623.42,44255.65,,,,1.3,3.5,,,,,,,,
,,66238.23,78416.14,,,,1.9,1.9,,,,,,,,
,,131710.59,137254.55,,,,1.4,1,,,,,,,,
,,191849.15,151303.48,,,,1.7,1.4,,,,,,,,
,,31840.59,86333.63,,,,0.8,1.2,,,,,,,,
,,12096.61,89801.9,,,,0.6,1,,,,,,,,
,,198446.91,181600.72,,,,1.8,0.5,,,,,,,,
,,67997.13,31106.67,,,,0.7,0.6,,,,,,,,
,,73963.17,67611.36,,,,0.7,0.6,,,,,,,,
,,45750.21,77837.63,,,,1.9,1.7,,,,,,,,
,,1112.76,6078.46,,,,0.8,0.6,,,,,,,,
,,176680.16,177896.92,,,,0.5,0.9,,,,,,,,
,,81537.85,123882.73,,,,1.4,0.6,,,,,,,,
,,7387.8,15304.08,,,,1.6,1.3,,,,,,,,
,,16259.64,16436.56,,,,1.4,1.6,,,,,,,,
,,154971.63,107667.91,,,,1.6,1.8,,,,,,,,
,,128881.87,95611.47,,,,1,1.1,,,,,,,,
,,108040.86,19799.26,,,,1.4,1.3,,,,,,,,
,,25867.67,123214.74,,,,0.7,0.9,,,,,,,,
,,103712.05,71709.12,,,,2.5,1.7,,,,,,,,
,,161242.99,149066.14,,,,0.1,0.6,,,,,,,,
,,27608.12,32825.5,,,,1.3,0.2,,,,,,,,
,,120158.72,6232.31,,,,0.6,0.7,,,,,,,,
,,56767.67,10357.03,,,,2,0.7,,,,,,,,
,,74838.64,147794.63,,,,1.2,2.1,,,,,,,,
,,177028,116973.48,,,,1.4,0.7,,,,,,,,
,,30990.16,129964.94,,,,2.1,0.9,,,,,,,,
,,108457.99,92816.86,,,,1.8,1.2,,,,,,,,
,,131609.48,172114.67,,,,2.9,0.9,,,,,,,,
,,105890.55,144517.19,,,,0.7,2.5,,,,,,,,
,,173899.42,182038.6,,,,1.9,0.3,,,,,,,,
,,13181.37,24210.56,,,,1.7,0.4,,,,,,,,
,,32462.39,172175.9,,,,1.1,1.6,,,,,,,,
,,77661.12,47578.45,,,,4.3,0.3,,,,,,,,
,,36051.46,66088.83,,,,1.1,1.5,,,,,,,,
,,170487.4,169291.7,,,,2,1.5,,,,,,,,
,,4969.13,117140.41,,,,2.1,0.9,,,,,,,,
,,32574.01,79510.37,,,,1.6,1.3,,,,,,,,
,,130113.78,77108.66,,,,1.9,0.7,,,,,,,,
,,104722.47,9679.28,,,,0.5,1.7,,,,,,,,
,,118855.26,81753.92,,,,1.2,1.3,,,,,,,,
,,113677.53,25310.82,,,,1.8,1.6,,,,,,,,
,,51980.25,187925.75,,,,2.2,2.4,,,,,,,,
,,175753.55,98820.39,,,,4.2,0.2,,,,,,,,
,,169719.35,90055.08,,,,3.7,0.7,,,,,,,,
,,115337.74,72814.31,,,,1.9,1.5,,,,,,,,
,,161653.5,168290.06,,,,1.5,1,,,,,,,,
,,125953.83,161767.38,,,,1.3,2.1,,,,,,,,
,,12457.76,44420.18,,,,1.4,0.9,,,,,,,,
,,182184.09,37147.61,,,,1.8,0.5,,,,,,,,
,,157527.6,125381.02,,,,0.6,1.3,,,,,,,,
,,69584.3,149853.89,,,,2.2,1.9,,,,,,,,
,,198814.24,102925.76,,,,3.3,1.2,,,,,,,,
,,162643.15,70899.27,,,,1.8,2.6,,,,,,,,
,,68860.3,145936.28,,,,0.9,0.4,,,,,,,,
,,172495.81,54227.06,,,,0.8,0.5,,,,,,,,
,,153887.93,59280.79,,,,1.3,1.9,,,,,,,,
,,91624.11,126952.5,,,,2.8,2.6,,,,,,,,
,,65986.48,130567.02,,,,1.3,1.5,,,,,,,,
,,171189.83,73294.48,,,,0.6,0.7,,,,,,,,
,,114709.13,3937.37,,,,1.6,1.2,,,,,,,,
,,132127.69,2383.59,,,,0.2,1.4,,,,,,,,
,,90256.06,14279.44,,,,1.4,3.4,,,,,,,,
,,100478.6,141300.53,,,,1.8,1.4,,,,,,,,
,,24207.86,78140.75,,,,1.3,1.9,,,,,,,,
,,43046.7,117431.1,,,,2,1,,,,,,,,
,,89587.34,72008.61,,,,2.1,2,,,,,,,,
,,198874.52,60887.58,,,,4.1,1.5,,,,,,,,
,,126233.18,194764.83,,,,1,1.6,,,,,,,,
,,182354.46,31520.4,,,,1.3,1.8,,,,,,,,
,,27445.4,142200.15,,,,2.2,0.5,,,,,,,,
,,104502.02,182055.36,,,,1.9,0.9,,,,,,,,
,,127443.82,120284.67,,,,2.6,1.5,,,,,,,,
,,37240.11,41176.6,,,,0.9,2.6,,,,,,,,
,,114522.68,9468.64,,,,1.4,2.6,,,,,,,,
,,72549.27,123880.19,,,,1.3,0.4,,,,,,,,
,,176712.59,117036.38,,,,0.8,2.7,,,,,,,,
,,112946.67,52615.62,,,,2.6,1,,,,,,,,
,,191212.63,121210.09,,,,2.7,1.2,,,,,,,,
,,58043.02,192247.35,,,,2.4,0.9,,,,,,,,
,,73669.94,68759.57,,,,1.8,0.9,,,,,,,,
,,180197.74,75937.47,,,,2.7,0.8,,,,,,,,
,,140262.96,84569.13,,,,0.9,1.2,,,,,,,,
,,144272.71,67468.67,,,,1.6,0.6,,,,,,,,
,,171457.06,104435.94,,,,1.1,0.6,,,,,,,,
,,193160.25,47166.55,,,,0.5,3.1,,,,,,,,
,,5831,119899.52,,,,0.7,1.4,,,,,,,,
,,52885.23,173498.45,,,,0.7,1.3,,,,,,,,
,,196241.94,93249.26,,,,1,1.8,,,,,,,,
,,195395.33,142917.54,,,,1.3,1.6,,,,,,,,
,,60231.74,111755.8,,,,1.3,1.1,,,,,,,,
,,156878.42,108543.21,,,,1.7,2.2,,,,,,,,
,,182784.11,180345.44,,,,1,1.5,,,,,,,,
,,189362.39,99444.02,,,,1.4,1,,,,,,,,
,,180716.1,109563.28,,,,1.1,1.2,,,,,,,,
,,35046.97,92568.07,,,,1.1,2.2,,,,,,,,
,,135169.76,37976.36,,,,1,0.8,,,,,,,,
,,88211.12,103315.74,,,,0.7,1.4,,,,,,,,
,,146339.27,173952.5,,,,2.7,0.4,,,,,,,,
,,123977.86,34673.98,,,,0.6,0.7,,,,,,,,
,,119100.05,46163.44,,,,0.8,0.3,,,,,,,,
,,133591.11,140676.98,,,,1.9,1.9,,,,,,,,
,,192359.9,151738.54,,,,2.5,1.5,,,,,,,,
,,141210.18,175544.02,,,,1.2,0.6,,,,,,,,
,,130805.54,181964.6,,,,0.5,1.3,,,,,,,,
,,94811.85,136886.86,,,,2.5,0.8,,,,,,,,
,,27965,122218.23,,,,2,1,,,,,,,,
,,144423.17,180439.75,,,,0.9,1.7,,,,,,,,
,,182726.22,190419.81,,,,1.6,2.7,,,,,,,,
,,26812.89,58685.59,,,,1.7,2.2,,,,,,,,
,,66732.63,50051.42,,,,1.5,1.5,,,,,,,,
,,107815.31,146041.45,,,,1.5,1.2,,,,,,,,
,,147093.84,191166.09,,,,1.1,2.7,,,,,,,,
,,47795.43,164825.04,,,,1.3,1.2,,,,,,,,
,,67131.3,172557.77,,,,1,1,,,,,,,,
,,129525.5,84320.94,,,,1.7,0.2,,,,,,,,
,,35418.69,122662.98,,,,1.3,1.3,,,,,,,,
,,140173.17,72085.1,,,,2.7,0.8,,,,,,,,
,,166513.49,143635.36,,,,0.7,1.5,,,,,,,,
,,15832.43,3710.34,,,,2.8,0.9,,,,,,,,
,,102640.52,179843.33,,,,1.1,2.2,,,,,,,,
,,158585.17,10643.38,,,,1.2,0.7,,,,,,,,
,,153955.38,131167.98,,,,0.6,1.5,,,,,,,,
,,77063.63,10553.31,,,,1.6,2.6,,,,,,,,
,,59354.24,130928.22,,,,0.3,1.2,,,,,,,,
,,106655.88,157003.99,,,,0.3,3.5,,,,,,,,
,,43507.1,138527.56,,,,0.7,0.4,,,,,,,,
,,132005.85,167032.49,,,,1.5,2.2,,,,,,,,
,,80496.71,41642.29,,,,2.1,1.4,,,,,,,,
,,12639.67,9677,,,,1.3,1.6,,,,,,,,
,,94248.16,147012.22,,,,0.8,1.5,,,,,,,,
,,119814.25,80553.87,,,,1.7,1.2,,,,,,,,
,,147489.76,140134.43,,,,1.3,1.5,,,,,,,,
,,137674.96,178252.63,,,,0.4,0.7,,,,,,,,
,,153383.54,198674.08,,,,1.5,0.8,,,,,,,,
,,116249.72,92381.01,,,,1.6,2.7,,,,,,,,
,,104469.06,135180.11,,,,1.6,0.6,,,,,,,,
,,177747.03,27330.59,,,,3,1.2,,,,,,,,
,,19632.64,125305.34,,,,2.3,0.5,,,,,,,,
,,18424.24,149648.45,,,,2.1,1.7,,,,,,,,
,,23598.23,59887.15,,,,2.5,1.5,,,,,,,,
,,129936.53,45041.32,,,,2,2.8,,,,,,,,
,,49553.38,39087.42,,,,1.3,0.2,,,,,,,,
,,21312.16,7330.59,,,,1,0.5,,,,,,,,
,,110273.84,95463.29,,,,1,0.5,,,,,,,,
,,57541.08,167848.02,,,,1.3,1.5,,,,,,,,
,,155407.21,174227.66,,,,2.2,2.5,,,,,,,,
,,33676.48,135399.21,,,,2.3,0.4,,,,,,,,
,,107665.68,116704.25,,,,1.1,1.1,,,,,,,,
,,184044.8,97614.87,,,,1.5,1.9,,,,,,,,
,,117505.07,186884.04,,,,2.2,2.2,,,,,,,,
,,27557.18,131501.72,,,,3.3,1.6,,,,,,,,
,,88307.87,24302.95,,,,1.6,2.1,,,,,,,,
,,33879.26,197015.2,,,,1.1,0.4,,,,,,,,
,,12847.61,27689.77,,,,0.7,1.4,,,,,,,,
,,163365.85,15068.18,,,,1.7,0.9,,,,,,,,
,,123181.44,7797.01,,,,0.8,0.8,,,,,,,,
,,16447.6,4400.32,,,,1.8,1,,,,,,,,
,,147964.99,182025.95,,,,1.7,0.4,,,,,,,,
,,184570.04,122763.95,,,,2.9,2.2,,,,,,,,
,,22197.8,38152.01,,,,1.8,1,,,,,,,,
,,8755.69,63163.99,,,,3.6,0.8,,,,,,,,
,,34607.14,73418.29,,,,2.7,1.1,,,,,,,,
,,175696.16,149575.59,,,,1.8,1.6,,,,,,,,
,,128019.48,142548.33,,,,1.2,0.4,,,,,,,,
,,146895.36,157878.67,,,,1.8,0.7,,,,,,,,
,,17323,12796.43,,,,1.8,0.5,,,,,,,,
,,146388.85,18657.77,,,,0.7,1.8,,,,,,,,
,,4523.74,134589.58,,,,1.6,1.7,,,,,,,,
,,60843.09,10350.74,,,,1.8,1,,,,,,,,
,,51871.95,66013.27,,,,1.2,1,,,,,,,,
,,190659.17,5907.11,,,,0.4,2,,,,,,,,
,,28238.25,74077.91,,,,3.1,0.5,,,,,,,,
,,7926.35,156124.93,,,,1.4,1.7,,,,,,,,
,,50213.81,94820.85,,,,0.8,1.6,,,,,,,,
,,60920.03,155155.25,,,,0.9,1,,,,,,,,
,,197699.8,22745.5,,,,2.5,1.6,,,,,,,,
,,62449.07,84294.82,,,,1,1.1,,,,,,,,
,,115800.1,149139.13,,,,0.7,3.5,,,,,,,,
,,110359.68,185489.11,,,,1.7,0.5,,,,,,,,
,,11783.1,43932.54,,,,3.5,1.2,,,,,,,,
,,144870.28,125777.28,,,,1.6,1,,,,,,,,
,,113167.17,18461.9,,,,2.3,0.4,,,,,,,,
,,184980.23,79633.38,,,,2.3,0.4,,,,,,,,
,,74965.61,121542.29,,,,2,1.9,,,,,,,,
,,548.52,94739.2,,,,1.6,1.8,,,,,,,,
,,90655.94,93302.29,,,,1.6,2.4,,,,,,,,
,,58667.16,193793.78,,,,1.4,1.8,,,,,,,,
,,78111.84,74835.65,,,,1.6,1,,,,,,,,
,,53179.21,57236.44,,,,1.2,1.2,,,,,,,,
,,197519.66,81483.64,,,,2.6,1.3,,,,,,,,
,,183058.51,26752.56,,,,4.9,1.3,,,,,,,,
,,177378.66,9200.54,,,,2.2,1.3,,,,,,,,
,,91981.85,16161.82,,,,2.1,1.1,,,,,,,,
,,11710.4,68600.36,,,,2.5,1.3,,,,,,,,
,,5790.9,447.73,,,,3.2,0.4,,,,,,,,
,,42171.13,15650.73,,,,1.3,1.7,,,,,,,,
,,198376.02,149599.62,,,,3,0.1,,,,,,,,
,,140758.07,90304.01,,,,0.4,1.2,,,,,,,,
,,114371.33,115676.38,,,,3.8,1.1,,,,,,,,
,,69586.27,38812.67,,,,2.3,1.1,,,,,,,,
,,149629.13,34338.21,,,,2,1.1,,,,,,,,
,,83008.49,823.36,,,,0.9,1.3,,,,,,,,
,,188484.52,10656.89,,,,2.1,2.2,,,,,,,,
,,133699.82,116467.35,,,,4.9,0.5,,,,,,,,
,,72172.13,171096.2,,,,1,1.3,,,,,,,,
,,7611.61,79881.39,,,,0.2,1.2,,,,,,,,
,,179521.24,157862.82,,,,1.5,0.2,,,,,,,,
,,2423.9,127951.81,,,,0.7,0.8,,,,,,,,
,,166305.16,191074.11,,,,0.1,3.4,,,,,,,,
,,135163.76,133457.52,,,,1.1,0.4,,,,,,,,
,,149912.28,130789.6,,,,1,0.7,,,,,,,,
,,88206.04,128373.88,,,,1,2.8,,,,,,,,
,,32275.09,131043.2,,,,1.1,2.5,,,,,,,,
,,65501.91,43250.3,,,,1.3,0.8,,,,,,,,
,,116069.24,4389.4,,,,1.2,0.4,,,,,,,,
,,144184.06,189271.9,,,,0.9,1.2,,,,,,,,
,,126381.6,102284.2,,,,1.7,3.4,,,,,,,,
,,90189.72,69865.49,,,,2.1,1.2,,,,,,,,
,,116511.12,85523.24,,,,1.4,2.5,,,,,,,,
,,135650.72,51219.8,,,,2.5,0.5,,,,,,,,
,,60590.72,7222.92,,,,1.1,1.7,,,,,,,,
,,194421.12,23971.33,,,,1.6,2.8,,,,,,,,
,,93568.77,132173.31,,,,1.9,1.5,,,,,,,,
,,54473.6,113639.64,,,,3.3,0.5,,,,,,,,
,,106918.67,39768.59,,,,1.1,0.2,,,,,,,,
,,178587.36,78004.5,,,,1.3,0.9,,,,,,,,
,,31907.44,152417.79,,,,0.4,0.8,,,,,,,,
,,18922.18,26057.08,,,,1,2,,,,,,,,
,,147222.95,79972.09,,,,2.9,2,,,,,,,,
,,71121.04,107125.79,,,,1.5,0.8,,,,,,,,
,,31726.76,47679.14,,,,2.5,1.5,,,,,,,,
,,139558.6,134509.47,,,,0.9,1.5,,,,,,,,
,,13288.46,153265.31,,,,1.8,4.8,,,,,,,,
,,22666.77,179883.04,,,,1.3,1.7,,,,,,,,
,,67830.2,138882.98,,,,1,1,,,,,,,,
,,117948,9855.81,,,,2.1,1.4,,,,,,,,
,,199378.58,56388.63,,,,0.6,2.3,,,,,,,,
,,12483.39,77764.37,,,,1.3,2.2,,,,,,,,
,,134889.95,130590.35,,,,2.6,1.2,,,,,,,,
,,68574.88,151912.49,,,,1.4,1.8,,,,,,,,
,,95181.06,151083.8,,,,1,1.6,,,,,,,,
,,148477.57,777.37,,,,1.1,1.8,,,,,,,,
,,13161.66,11723.57,,,,1.2,1.3,,,,,,,,
,,79304.38,91565.25,,,,2.3,0.7,,,,,,,,
,,60036.99,79616.37,,,,3.4,0.4,,,,,,,,
,,82967.97,104533.51,,,,0.7,0.9,,,,,,,,
,,191790.29,66214.13,,,,3.7,0.7,,,,,,,,
,,87941.85,139816.1,,,,0.4,0.7,,,,,,,,
,,70916,140139.28,,,,0.3,1,,,,,,,,
,,46675.51,102297.15,,,,1.1,0.5,,,,,,,,
,,102975.72,145765.83,,,,3.3,0.3,,,,,,,,
,,175071.29,83912.24,,,,3.1,2.5,,,,,,,,
,,179797.79,78439.73,,,,0.3,1.5,,,,,,,,
,,93917.68,6776.92,,,,1.6,1.2,,,,,,,,
,,141872.05,9903.42,,,,3.6,0.6,,,,,,,,
,,9241.83,91561.91,,,,1,1.5,,,,,,,,
,,149517.71,4027.02,,,,2.3,0.5,,,,,,,,
,,166165.93,116111.51,,,,1.7,1.5,,,,,,,,
,,16717.11,184023.54,,,,1.3,1.4,,,,,,,,
,,134625.09,50070.59,,,,1,0.8,,,,,,,,
,,53067.83,45261.47,,,,0.7,2.2,,,,,,,,
,,48421.4,36721.4,,,,1.3,0.8,,,,,,,,
,,37688.31,175380.77,,,,1.5,0.8,,,,,,,,
,,136592.24,138231.7,,,,1.4,1.3,,,,,,,,
,,42131.26,48673.18,,,,1.2,0,,,,,,,,
,,186523.72,70668.77,,,,0.9,1.3,,,,,,,,
,,153482.91,199505.53,,,,1.3,0.4,,,,,,,,
,,25881,49063.42,,,,1.3,1,,,,,,,,
,,69101.23,63337.19,,,,2.5,2.7,,,,,,,,
,,118545.49,48606.71,,,,0.8,1.8,,,,,,,,
,,32589.89,194010.12,,,,1,2.3,,,,,,,,
,,112549.99,69263.1,,,,2.5,2.6,,,,,,,,
,,93336.93,88698.83,,,,1.3,0.8,,,,,,,,
,,187689.91,63030.97,,,,2.6,1.3,,,,,,,,
,,14217.77,59668.81,,,,0.2,1.1,,,,,,,,
,,64849.74,184230.23,,,,0.6,2.6,,,,,,,,
,,160122.66,64050.19,,,,2.4,1.6,,,,,,,,
,,138160.11,81853.98,,,,0.9,0.8,,,,,,,,
,,80178.54,154642.91,,,,0.2,2.6,,,,,,,,
,,182156.81,145679.6,,,,0.9,0.6,,,,,,,,
,,174916.85,30781.77,,,,2.8,0.9,,,,,,,,
,,180249.94,81622.52,,,,1.8,1.5,,,,,,,,
,,143049.72,196474.35,,,,1.4,2.9,,,,,,,,
,,8059.44,176276.1,,,,0.4,3.5,,,,,,,,
,,136767.16,35113.08,,,,1,0.6,,,,,,,,
,,33350.26,64299.82,,,,1.6,1.1,,,,,,,,
,,165378.66,180969.55,,,,1.1,2.5,,,,,,,,
,,50664.07,138176.78,,,,1.1,0.8,,,,,,,,
,,25843.7,86733.61,,,,0.6,1,,,,,,,,
,,162756.29,7418.92,,,,0.6,1.3,,,,,,,,
,,84300.4,166376.54,,,,0.6,2.5,,,,,,,,
,,163147.99,4460.2,,,,0.8,0.6,,,,,,,,
,,10070.4,110472.12,,,,0.8,1.2,,,,,,,,
,,190068.53,86460.28,,,,0.8,0.6,,,,,,,,
,,125440.11,131660.31,,,,2.3,0.8,,,,,,,,
,,47019.66,161465.31,,,,1.1,0.9,,,,,,,,
,,84358.71,20018.79,,,,2,0.7,,,,,,,,
,,55775.84,176318.27,,,,2.9,0.7,,,,,,,,
,,85129.77,50488.91,,,,0.8,1.9,,,,,,,,
,,61820.41,30379.6,,,,0.9,0.8,,,,,,,,
,,72852.74,161326.73,,,,1.6,0.5,,,,,,,,
,,74379.57,45348.08,,,,1.1,1.5,,,,,,,,
,,173117.22,34925.56,,,,0.7,0.7,,,,,,,,
,,167087.34,126555.74,,,,2.1,0.3,,,,,,,,
,,163141.18,187921.3,,,,2.5,1.5,,,,,,,,
,,84361.72,136390.88,,,,1,3.2,,,,,,,,
,,180598.28,166038.27,,,,2.3,1.9,,,,,,,,
,,126160.24,140385.33,,,,0.5,1.5,,,,,,,,
